Customer ID,Age,Gender,Annual Income (k$),Spending Score (1-100),Purchase Frequency,Payment Method,Browsing Time (min),Total Purchases,Satisfaction Level
106970,22,Female,99,49,17,Debit Card,59,26,Medium
106971,35,Male,49,44,3,Credit Card,93,22,Medium
106972,59,Female,61,31,15,Credit Card,71,43,Low
106973,36,Male,19,48,4,Debit Card,9,25,Medium
106974,29,Female,139,99,17,Debit Card,73,31,High
106975,35,Male,125,98,11,Cash,119,34,Medium
106976,34,Male,86,26,6,Debit Card,63,37,Low
106977,47,Male,101,70,17,UPI,110,11,Medium
106978,41,Male,17,97,10,Debit Card,13,4,Medium
106979,28,Female,107,91,1,Debit Card,52,8,Medium
106980,52,Male,55,12,18,Debit Card,109,44,Low
106981,40,Female,101,45,14,Credit Card,106,35,Medium
106982,34,Female,99,8,19,Credit Card,41,25,Low
106983,18,Male,147,9,18,UPI,72,31,Low
106984,32,Male,39,1,24,Debit Card,24,49,Low
106985,49,Female,53,5,22,Cash,89,23,Low
106986,26,Male,139,71,1,Cash,54,40,Medium
106987,32,Female,119,82,22,Debit Card,116,38,High
106988,45,Male,19,54,1,Debit Card,28,4,Medium
106989,41,Female,18,24,9,Debit Card,75,36,Low
106990,52,Male,74,26,14,Debit Card,114,7,Low
106991,39,Male,68,10,3,Debit Card,53,10,Low
106992,44,Female,92,61,12,Credit Card,12,6,Medium
106993,36,Female,33,40,17,UPI,79,31,Low
106994,29,Female,113,44,17,Credit Card,117,4,Medium
106995,37,Male,82,12,2,Cash,114,21,Low
106996,18,Male,47,22,6,Credit Card,77,42,Low
106997,38,Male,30,27,1,Credit Card,10,20,Low
106998,18,Male,141,67,23,UPI,44,17,Medium
106999,27,Female,107,82,12,Cash,85,6,Medium
107000,49,Female,58,69,4,Cash,58,11,Medium
107001,56,Male,23,14,23,Debit Card,81,18,Low
107002,39,Male,92,25,16,UPI,113,9,Low
107003,35,Male,93,52,20,Credit Card,21,12,Medium
107004,49,Female,100,95,11,Credit Card,55,31,Medium
107005,44,Female,29,85,20,Credit Card,6,31,High
107006,45,Male,20,59,20,Cash,34,43,Medium
107007,35,Female,15,38,10,Cash,36,34,Low
107008,56,Male,34,20,8,Credit Card,54,16,Low
107009,46,Male,144,78,2,Cash,104,41,Medium
107010,35,Female,84,20,8,Debit Card,75,48,Low
107011,25,Female,16,56,1,Credit Card,20,12,Medium
107012,48,Female,145,30,23,Credit Card,87,49,Low
107013,51,Female,21,41,7,Debit Card,83,13,Medium
107014,24,Male,98,84,22,Cash,59,36,High
107015,53,Female,68,71,14,Credit Card,61,13,Medium
107016,35,Female,55,63,4,Debit Card,82,44,Medium
107017,55,Female,129,69,21,UPI,49,2,Medium
107018,26,Female,147,95,17,Debit Card,56,49,High
107019,26,Male,116,29,2,Credit Card,75,15,Low
107020,25,Male,96,79,23,Debit Card,51,13,High
107021,52,Female,77,89,2,Cash,37,34,Medium
107022,35,Female,15,77,8,Credit Card,102,26,Medium
107023,22,Male,39,44,7,Credit Card,28,6,Medium
107024,31,Male,69,88,8,Cash,39,21,Medium
107025,45,Female,121,79,20,Cash,68,44,High
107026,47,Male,79,88,17,Cash,89,33,High
107027,21,Male,51,90,23,UPI,92,15,High
107028,56,Male,126,83,17,Credit Card,105,35,High
107029,37,Male,21,57,7,Credit Card,84,28,Medium
107030,42,Female,90,24,5,Credit Card,64,42,Low
107031,45,Male,54,19,15,Debit Card,85,6,Low
107032,29,Male,15,17,2,Credit Card,33,37,Low
107033,19,Female,122,69,11,Credit Card,22,40,Medium
107034,31,Female,82,61,17,Cash,62,6,Medium
107035,39,Female,26,4,24,Cash,52,11,Low
107036,48,Male,143,22,13,Cash,15,14,Low
107037,40,Female,140,74,4,Credit Card,7,21,Medium
107038,37,Male,15,85,24,Cash,46,20,High
107039,55,Female,145,89,18,UPI,22,5,High
107040,21,Male,131,6,14,Cash,20,45,Low
107041,32,Female,27,30,19,UPI,45,9,Low
107042,41,Female,119,93,3,Debit Card,69,30,Medium
107043,42,Male,148,75,4,UPI,47,42,Medium
107044,18,Female,39,11,9,UPI,47,43,Low
107045,24,Female,102,48,21,Debit Card,95,38,Medium
107046,48,Female,115,46,23,UPI,35,27,Medium
107047,29,Female,40,27,14,Credit Card,113,5,Low
107048,59,Female,146,19,17,Credit Card,32,5,Low
107049,22,Male,116,86,2,Cash,108,48,Medium
107050,59,Male,114,92,14,Cash,55,40,Medium
107051,55,Female,39,59,22,Cash,31,15,Medium
107052,29,Female,15,68,16,Cash,13,47,Medium
107053,56,Male,108,54,19,Credit Card,42,9,Medium
107054,35,Male,82,83,16,Cash,40,47,High
107055,19,Female,37,17,11,UPI,64,25,Low
107056,27,Male,120,50,14,Debit Card,109,8,Medium
107057,32,Female,109,40,7,UPI,95,14,Low
107058,47,Female,76,87,5,Debit Card,61,39,Medium
107059,34,Female,143,92,8,Credit Card,51,32,Medium
107060,21,Female,82,11,17,Debit Card,118,31,Low
107061,24,Male,44,14,14,Cash,94,23,Low
107062,58,Male,143,13,10,Credit Card,95,44,Low
107063,48,Male,62,88,22,Cash,72,1,High
107064,56,Female,33,80,12,UPI,55,47,Medium
107065,51,Male,141,28,5,UPI,62,31,Low
107066,23,Female,64,94,8,Cash,52,7,Medium
107067,55,Female,148,44,12,Debit Card,106,15,Medium
107068,51,Male,77,63,4,UPI,63,42,Medium
107069,32,Female,143,61,13,Debit Card,80,6,Medium
107070,31,Female,62,91,21,UPI,51,16,High
107071,23,Female,103,17,17,Cash,19,14,Low
107072,54,Male,141,50,24,Cash,115,44,Medium
107073,49,Female,50,26,21,UPI,116,17,Low
107074,20,Male,95,7,5,UPI,98,10,Low
107075,20,Female,61,99,6,Debit Card,82,29,Medium
107076,39,Male,41,79,9,Debit Card,76,42,Medium
107077,39,Female,66,16,5,Debit Card,96,8,Low
107078,27,Male,89,85,2,Cash,99,11,Medium
107079,20,Male,106,17,3,UPI,6,18,Low
107080,29,Female,76,90,11,Credit Card,83,45,Medium
107081,46,Female,80,35,10,Debit Card,65,20,Low
107082,34,Female,94,84,3,Credit Card,44,16,Medium
107083,24,Female,144,84,9,Cash,47,27,Medium
107084,30,Male,78,23,8,Debit Card,52,23,Low
107085,19,Female,43,69,16,Debit Card,76,14,Medium
107086,21,Male,101,9,22,Credit Card,73,12,Low
107087,27,Female,110,87,21,Credit Card,61,45,High
107088,56,Male,45,18,2,UPI,72,27,Low
107089,41,Male,97,93,10,Credit Card,16,13,Medium
107090,34,Male,47,75,24,Cash,78,16,High
107091,23,Female,114,48,14,Debit Card,72,33,Medium
107092,36,Female,87,72,5,Credit Card,55,24,Medium
107093,22,Male,145,91,22,Cash,78,12,High
107094,49,Male,32,66,1,Credit Card,33,9,Medium
107095,27,Male,140,23,13,Credit Card,96,13,Low
107096,26,Male,21,85,4,Credit Card,33,45,Medium
107097,44,Male,138,10,21,UPI,87,8,Low
107098,30,Female,128,38,9,Debit Card,119,18,Low
107099,36,Male,98,59,16,Debit Card,111,27,Medium
107100,38,Female,98,68,21,Debit Card,17,41,Medium
107101,41,Female,97,85,21,UPI,61,33,High
107102,55,Female,119,43,19,Credit Card,102,7,Medium
107103,21,Male,116,12,24,Debit Card,50,13,Low
107104,41,Male,107,53,14,Debit Card,24,15,Medium
107105,52,Male,74,14,23,Credit Card,86,34,Low
107106,20,Male,116,52,24,Debit Card,63,40,Medium
107107,21,Female,38,84,20,Credit Card,116,20,High
107108,54,Female,123,72,8,UPI,40,37,Medium
107109,57,Female,108,91,10,Debit Card,5,41,Medium
107110,52,Male,78,61,20,Debit Card,94,17,Medium
107111,48,Male,18,41,1,Credit Card,7,29,Medium
107112,42,Male,108,21,20,Cash,48,21,Low
107113,57,Male,147,48,5,UPI,59,14,Medium
107114,30,Male,30,56,15,Debit Card,64,29,Medium
107115,21,Male,41,35,8,Credit Card,7,41,Low
107116,31,Female,146,44,10,UPI,89,47,Medium
107117,30,Female,86,39,6,Credit Card,67,22,Low
107118,44,Male,62,15,15,Cash,86,33,Low
107119,23,Female,95,12,15,Debit Card,35,13,Low
107120,34,Female,58,98,10,Cash,104,42,Medium
107121,53,Female,66,8,21,Debit Card,65,31,Low
107122,57,Female,48,94,19,Cash,53,12,High
107123,52,Male,35,67,4,Debit Card,48,32,Medium
107124,34,Female,38,94,22,Credit Card,56,46,High
107125,58,Male,58,93,6,UPI,35,6,Medium
107126,19,Male,128,1,15,Debit Card,76,11,Low
107127,30,Female,117,80,6,Debit Card,93,23,Medium
107128,19,Male,148,42,18,Credit Card,53,7,Medium
107129,45,Female,70,31,11,Cash,50,20,Low
107130,43,Male,28,74,12,Debit Card,58,4,Medium
107131,39,Male,115,30,8,Cash,88,21,Low
107132,20,Female,15,43,24,Credit Card,15,44,Medium
107133,52,Female,26,26,22,Debit Card,108,30,Low
107134,29,Male,129,12,14,UPI,69,25,Low
107135,41,Female,120,59,4,Debit Card,89,31,Medium
107136,22,Male,51,69,18,Credit Card,21,2,Medium
107137,37,Female,17,73,6,Cash,32,20,Medium
107138,56,Male,67,11,6,Debit Card,86,46,Low
107139,56,Male,114,47,19,Credit Card,97,41,Medium
107140,30,Male,31,23,2,Credit Card,78,14,Low
107141,58,Male,127,81,4,Credit Card,13,38,Medium
107142,29,Male,124,43,24,Cash,38,23,Medium
107143,30,Female,18,77,5,Cash,24,5,Medium
107144,27,Male,26,81,15,UPI,99,19,Medium
107145,50,Female,46,87,3,UPI,7,7,Medium
107146,57,Female,57,39,16,Debit Card,5,21,Low
107147,33,Male,118,73,13,Credit Card,64,33,Medium
107148,52,Male,107,82,12,UPI,101,20,Medium
107149,20,Female,57,55,21,Cash,54,9,Medium
107150,22,Male,145,18,9,Credit Card,12,31,Low
107151,43,Male,99,94,11,Debit Card,22,8,Medium
107152,28,Female,49,42,8,Credit Card,34,11,Medium
107153,24,Female,131,26,7,UPI,101,7,Low
107154,27,Female,34,18,4,UPI,26,21,Low
107155,59,Female,99,85,2,Credit Card,85,49,Medium
107156,51,Female,131,41,19,Cash,110,28,Medium
107157,20,Female,120,42,22,Credit Card,13,15,Medium
107158,25,Male,119,33,23,Credit Card,26,8,Low
107159,48,Female,107,43,12,Credit Card,14,12,Medium
107160,28,Female,55,14,3,Credit Card,101,5,Low
107161,24,Male,114,55,19,Credit Card,116,8,Medium
107162,19,Male,83,58,3,Cash,107,37,Medium
107163,23,Male,120,10,19,Debit Card,71,14,Low
107164,58,Male,41,28,19,Debit Card,85,4,Low
107165,49,Male,114,14,7,UPI,13,27,Low
107166,37,Male,99,83,14,Cash,51,15,Medium
107167,51,Female,133,26,21,Credit Card,44,20,Low
107168,33,Male,45,74,4,Cash,40,22,Medium
107169,42,Male,123,17,6,Debit Card,23,42,Low
107170,29,Male,41,34,14,Credit Card,102,49,Low
107171,24,Male,101,14,8,Cash,6,36,Low
107172,56,Female,31,26,18,UPI,49,30,Low
107173,34,Male,25,34,15,Debit Card,95,33,Low
107174,28,Male,143,83,19,Credit Card,87,28,High
107175,23,Female,96,24,18,Credit Card,37,38,Low
107176,40,Female,63,95,15,Credit Card,68,40,Medium
107177,44,Female,55,70,23,Credit Card,30,4,Medium
107178,23,Male,34,20,12,Credit Card,115,14,Low
107179,55,Female,85,39,18,Credit Card,38,2,Low
107180,19,Female,51,45,5,Cash,67,37,Medium
107181,39,Female,140,34,15,UPI,32,47,Low
107182,37,Male,53,22,9,Cash,84,19,Low
107183,42,Male,123,71,8,Cash,90,14,Medium
107184,32,Female,78,33,8,Credit Card,96,7,Low
107185,46,Male,37,6,3,Credit Card,82,9,Low
107186,25,Male,46,16,13,Cash,10,33,Low
107187,54,Male,137,72,13,Debit Card,15,24,Medium
107188,50,Male,33,23,12,Credit Card,50,42,Low
107189,39,Male,120,18,15,Credit Card,24,43,Low
107190,22,Female,81,14,14,Debit Card,40,21,Low
107191,56,Female,103,50,1,Cash,117,44,Medium
107192,35,Female,74,61,2,Debit Card,20,1,Medium
107193,55,Female,25,36,23,Credit Card,74,21,Low
107194,54,Male,63,15,4,UPI,76,40,Low
107195,47,Female,142,5,13,Debit Card,49,24,Low
107196,48,Female,75,53,10,Debit Card,104,38,Medium
107197,27,Male,19,48,21,Credit Card,52,44,Medium
107198,32,Male,43,79,13,Debit Card,117,41,Medium
107199,59,Male,83,11,1,Credit Card,8,4,Low
107200,35,Male,27,2,11,UPI,52,6,Low
107201,40,Female,130,87,18,UPI,102,3,High
107202,50,Male,124,24,9,Cash,88,34,Low
107203,33,Male,94,82,6,Credit Card,92,25,Medium
107204,55,Male,114,68,23,UPI,113,27,Medium
107205,52,Male,31,79,13,Credit Card,71,18,Medium
107206,51,Male,128,12,5,Debit Card,32,5,Low
107207,45,Male,20,59,10,Debit Card,34,24,Medium
107208,19,Female,36,67,5,Credit Card,33,32,Medium
107209,47,Female,102,32,22,Credit Card,25,21,Low
107210,30,Female,47,36,10,Debit Card,46,44,Low
107211,58,Male,84,21,5,Credit Card,95,34,Low
107212,33,Male,63,70,20,Debit Card,54,29,Medium
107213,22,Female,118,66,21,Cash,93,5,Medium
107214,45,Female,116,9,11,Cash,7,28,Low
107215,56,Female,120,76,5,Cash,69,6,Medium
107216,37,Female,96,44,5,Credit Card,27,11,Medium
107217,41,Male,100,59,17,Debit Card,111,39,Medium
107218,44,Female,28,24,21,UPI,9,48,Low
107219,47,Male,63,63,5,UPI,99,8,Medium
107220,44,Male,64,78,1,Debit Card,29,35,Medium
107221,43,Male,37,41,13,Debit Card,39,11,Medium
107222,24,Female,80,76,4,Debit Card,111,20,Medium
107223,59,Female,129,91,8,Debit Card,69,43,Medium
107224,55,Female,42,74,20,Debit Card,83,22,High
107225,22,Male,34,2,23,UPI,43,41,Low
107226,40,Male,135,95,6,Cash,92,12,Medium
107227,45,Female,111,28,15,Debit Card,102,48,Low
107228,51,Male,133,16,15,Credit Card,115,5,Low
107229,32,Female,123,59,21,Cash,22,34,Medium
107230,49,Male,40,1,16,UPI,29,42,Low
107231,43,Male,120,86,9,Debit Card,104,34,Medium
107232,48,Male,76,1,24,Credit Card,5,30,Low
107233,36,Male,140,31,5,UPI,66,23,Low
107234,26,Male,81,22,23,Cash,13,36,Low
107235,46,Male,26,98,16,Cash,45,25,High
107236,56,Male,49,76,7,Credit Card,99,48,Medium
107237,21,Female,124,59,3,Debit Card,26,6,Medium
107238,20,Male,28,87,10,Credit Card,106,42,Medium
107239,46,Male,115,28,16,Credit Card,114,29,Low
107240,28,Female,74,76,21,UPI,109,21,High
107241,50,Female,57,27,12,Credit Card,70,7,Low
107242,55,Female,69,87,9,Credit Card,109,37,Medium
107243,28,Female,123,1,16,Cash,49,45,Low
107244,44,Male,107,2,9,UPI,56,41,Low
107245,50,Male,109,95,24,Debit Card,24,9,High
107246,38,Female,109,66,22,Cash,91,47,Medium
107247,56,Male,42,49,23,Credit Card,16,36,Medium
107248,48,Female,17,89,7,Debit Card,78,1,Medium
107249,55,Male,100,19,11,UPI,68,31,Low
107250,19,Male,122,28,17,Cash,36,20,Low
107251,44,Male,131,70,24,Debit Card,66,28,Medium
107252,53,Male,122,39,22,Credit Card,9,46,Low
107253,28,Male,29,19,23,Credit Card,48,19,Low
107254,35,Female,76,64,10,Debit Card,33,1,Medium
107255,18,Male,45,58,15,Cash,37,29,Medium
107256,52,Male,40,17,10,Debit Card,91,10,Low
107257,52,Male,80,70,2,Credit Card,104,36,Medium
107258,48,Male,129,79,16,UPI,17,23,High
107259,45,Male,74,86,7,Cash,54,18,Medium
107260,56,Female,77,41,24,Credit Card,6,29,Medium
107261,18,Male,115,98,21,Credit Card,79,28,High
107262,42,Female,114,5,15,Debit Card,32,44,Low
107263,55,Male,133,23,17,Credit Card,93,7,Low
107264,37,Male,71,69,22,Cash,104,31,Medium
107265,20,Female,145,10,13,Debit Card,22,38,Low
107266,19,Male,51,68,19,UPI,107,41,Medium
107267,35,Male,125,12,21,Credit Card,77,2,Low
107268,27,Female,126,10,23,Cash,70,15,Low
107269,22,Male,15,60,8,Cash,104,22,Medium
107270,26,Female,37,30,22,UPI,50,45,Low
107271,19,Female,121,24,9,Cash,21,11,Low
107272,51,Female,127,69,19,Cash,37,19,Medium
107273,55,Male,103,13,17,UPI,103,6,Low
107274,48,Male,149,9,10,Credit Card,37,9,Low
107275,27,Female,52,18,14,Cash,100,44,Low
107276,29,Male,61,35,12,Debit Card,88,29,Low
107277,53,Female,117,95,20,Cash,34,43,High
107278,38,Male,76,88,24,Debit Card,26,3,High
107279,23,Female,87,4,22,Cash,57,45,Low
107280,20,Male,17,41,7,Credit Card,93,13,Medium
107281,27,Female,116,26,9,Cash,113,47,Low
107282,22,Male,119,44,18,Debit Card,50,47,Medium
107283,43,Female,58,42,7,Cash,48,15,Medium
107284,38,Male,114,10,4,Debit Card,79,5,Low
107285,43,Female,40,73,23,UPI,118,5,High
107286,55,Male,62,1,8,Cash,38,2,Low
107287,43,Male,19,54,18,Cash,32,38,Medium
107288,25,Female,73,16,15,Debit Card,39,30,Low
107289,22,Male,75,46,7,Debit Card,72,28,Medium
107290,32,Male,63,13,8,Credit Card,13,39,Low
107291,33,Male,84,64,1,UPI,111,32,Medium
107292,18,Male,29,78,11,Debit Card,26,20,Medium
107293,33,Female,15,87,10,Credit Card,65,20,Medium
107294,54,Male,142,55,5,Debit Card,93,29,Medium
107295,20,Male,139,63,2,UPI,89,35,Medium
107296,48,Female,33,18,22,UPI,29,32,Low
107297,30,Male,133,61,2,UPI,109,17,Medium
107298,33,Female,78,92,19,UPI,85,8,High
107299,38,Male,80,20,16,Cash,83,21,Low
107300,19,Female,71,65,11,UPI,45,23,Medium
107301,44,Male,58,64,14,UPI,11,27,Medium
107302,55,Female,26,76,22,Credit Card,63,6,High
107303,43,Female,136,91,5,UPI,100,8,Medium
107304,55,Female,38,64,4,Debit Card,76,35,Medium
107305,42,Male,15,13,23,Debit Card,71,5,Low
107306,28,Female,42,68,19,Debit Card,37,33,Medium
107307,25,Male,82,89,10,Cash,104,1,Medium
107308,25,Female,119,70,23,Debit Card,85,24,Medium
107309,50,Female,108,57,9,UPI,69,32,Medium
107310,24,Female,138,45,18,Cash,104,33,Medium
107311,55,Male,138,86,5,UPI,108,38,Medium
107312,38,Male,36,38,17,Credit Card,64,2,Low
107313,25,Female,103,54,23,UPI,85,44,Medium
107314,38,Female,59,36,18,Debit Card,62,17,Low
107315,37,Female,138,67,21,Credit Card,48,10,Medium
107316,25,Female,93,79,1,Credit Card,52,37,Medium
107317,48,Female,53,11,14,Credit Card,41,37,Low
107318,46,Female,42,98,14,Credit Card,29,2,Medium
107319,26,Female,144,27,14,Cash,29,12,Low
107320,32,Female,101,87,1,UPI,61,37,Medium
107321,47,Male,149,17,4,Credit Card,17,30,Low
107322,43,Female,66,87,23,Cash,81,15,High
107323,27,Male,140,98,7,Cash,16,23,Medium
107324,46,Female,87,85,24,Cash,100,18,High
107325,33,Male,108,33,12,UPI,103,31,Low
107326,53,Male,16,5,13,Credit Card,96,38,Low
107327,37,Female,31,81,15,UPI,112,29,Medium
107328,54,Male,139,62,20,Cash,67,14,Medium
107329,39,Male,145,65,2,Cash,66,43,Medium
107330,24,Female,35,71,14,UPI,88,40,Medium
107331,40,Female,92,67,12,Cash,32,23,Medium
107332,58,Female,93,90,13,Cash,59,25,Medium
107333,57,Male,65,80,14,Debit Card,99,41,Medium
107334,46,Female,120,80,3,Cash,92,38,Medium
107335,33,Male,119,44,13,UPI,79,28,Medium
107336,55,Female,24,14,8,Credit Card,46,35,Low
107337,45,Female,130,90,16,Credit Card,65,30,High
107338,55,Male,69,91,6,UPI,84,27,Medium
107339,48,Male,50,57,11,UPI,42,8,Medium
107340,31,Male,65,48,15,Cash,85,48,Medium
107341,50,Female,88,17,19,UPI,113,19,Low
107342,26,Female,31,44,24,UPI,118,1,Medium
107343,44,Female,75,4,2,Cash,112,45,Low
107344,41,Male,105,81,11,Debit Card,9,44,Medium
107345,30,Male,109,97,20,Debit Card,88,20,High
107346,43,Male,94,30,20,Cash,52,30,Low
107347,46,Male,117,85,9,Debit Card,39,29,Medium
107348,45,Female,62,81,24,Debit Card,52,8,High
107349,45,Male,100,75,23,Cash,111,14,High
107350,25,Male,84,55,4,Debit Card,18,38,Medium
107351,40,Female,61,30,23,UPI,58,3,Low
107352,46,Female,24,18,17,Debit Card,30,3,Low
107353,22,Male,94,84,24,Debit Card,113,14,High
107354,59,Male,27,98,8,UPI,47,21,Medium
107355,24,Male,72,92,16,UPI,114,35,High
107356,59,Male,98,73,1,Credit Card,46,44,Medium
107357,53,Male,82,44,10,Cash,92,44,Medium
107358,58,Male,98,62,7,Credit Card,99,49,Medium
107359,44,Female,100,31,15,Credit Card,22,43,Low
107360,19,Female,77,16,1,Debit Card,107,41,Low
107361,42,Female,57,95,22,UPI,59,27,High
107362,26,Female,44,93,16,Credit Card,54,28,High
107363,44,Male,81,77,21,Cash,90,28,High
107364,18,Male,38,23,2,Credit Card,25,5,Low
107365,40,Male,115,14,3,Debit Card,38,43,Low
107366,27,Male,120,2,15,Credit Card,93,39,Low
107367,59,Female,115,12,24,UPI,44,10,Low
107368,42,Male,22,58,18,UPI,115,9,Medium
107369,20,Male,110,92,15,Cash,34,20,Medium
107370,23,Male,49,96,4,Credit Card,74,29,Medium
107371,23,Male,110,56,3,UPI,113,47,Medium
107372,19,Female,64,24,7,Credit Card,29,29,Low
107373,35,Male,16,37,24,Credit Card,73,28,Low
107374,40,Female,58,29,20,UPI,33,11,Low
107375,19,Male,116,42,22,UPI,90,21,Medium
107376,29,Male,144,18,19,Debit Card,71,35,Low
107377,39,Male,86,3,23,Debit Card,61,23,Low
107378,54,Female,124,77,8,Cash,51,29,Medium
107379,37,Male,143,13,7,Cash,98,15,Low
107380,56,Male,117,29,4,Cash,92,17,Low
107381,41,Male,41,66,10,Credit Card,109,24,Medium
107382,37,Female,107,59,10,Cash,21,35,Medium
107383,18,Female,114,92,15,UPI,53,20,Medium
107384,18,Male,145,48,24,Cash,113,36,Medium
107385,34,Female,131,4,22,Credit Card,54,11,Low
107386,18,Male,136,51,18,Debit Card,88,30,Medium
107387,47,Male,124,5,10,Credit Card,94,39,Low
107388,58,Female,87,39,23,UPI,9,20,Low
107389,20,Male,44,41,9,Cash,17,22,Medium
107390,28,Male,33,5,9,Cash,67,24,Low
107391,41,Female,116,8,22,UPI,43,14,Low
107392,39,Female,81,98,16,Cash,72,36,High
107393,43,Female,64,56,17,Debit Card,49,13,Medium
107394,30,Female,62,25,16,Credit Card,21,1,Low
107395,18,Male,17,91,6,Credit Card,108,27,Medium
107396,41,Male,80,52,5,UPI,63,13,Medium
107397,27,Male,120,52,7,Debit Card,103,35,Medium
107398,52,Male,125,7,13,UPI,99,8,Low
107399,41,Male,54,61,8,UPI,84,18,Medium
107400,45,Male,139,96,1,Debit Card,102,34,Medium
107401,53,Male,32,85,10,UPI,63,6,Medium
107402,33,Male,33,47,20,Credit Card,100,27,Medium
107403,57,Female,103,82,20,Cash,101,18,High
107404,33,Male,149,66,1,Credit Card,12,9,Medium
107405,34,Male,71,59,20,Cash,34,15,Medium
107406,32,Male,144,5,23,Cash,7,23,Low
107407,33,Male,52,44,14,Credit Card,21,3,Medium
107408,32,Male,147,42,15,UPI,55,9,Medium
107409,51,Female,96,61,6,Debit Card,28,22,Medium
107410,28,Female,50,63,20,Cash,84,23,Medium
107411,18,Female,102,50,2,Debit Card,68,20,Medium
107412,32,Male,133,38,7,Debit Card,88,7,Low
107413,43,Male,99,92,24,Cash,78,17,High
107414,21,Male,147,95,20,Debit Card,92,3,High
107415,22,Male,38,54,19,Debit Card,115,7,Medium
107416,52,Female,44,44,5,UPI,75,13,Medium
107417,30,Female,42,24,22,Debit Card,116,41,Low
107418,27,Male,123,63,8,Credit Card,53,41,Medium
107419,28,Male,149,97,3,Cash,24,23,Medium
107420,35,Female,49,39,13,UPI,81,37,Low
107421,51,Female,133,12,6,Credit Card,33,4,Low
107422,56,Female,48,63,21,Debit Card,14,9,Medium
107423,58,Female,117,9,23,Debit Card,13,6,Low
107424,59,Female,131,79,14,Credit Card,75,42,Medium
107425,40,Female,90,87,7,Credit Card,112,18,Medium
107426,24,Female,68,22,11,UPI,67,35,Low
107427,56,Male,43,36,22,Debit Card,37,23,Low
107428,20,Male,41,74,9,Debit Card,28,31,Medium
107429,29,Female,27,28,10,Debit Card,84,20,Low
107430,24,Male,56,56,20,Credit Card,36,7,Medium
107431,43,Female,35,99,17,Debit Card,8,12,High
107432,50,Male,145,29,8,Cash,66,37,Low
107433,54,Female,84,5,22,Cash,82,49,Low
107434,32,Male,24,4,6,UPI,97,4,Low
107435,19,Female,120,51,21,UPI,26,12,Medium
107436,58,Male,26,15,11,Credit Card,27,15,Low
107437,24,Male,142,94,3,Cash,94,2,Medium
107438,49,Female,142,60,6,Credit Card,30,47,Medium
107439,21,Female,75,26,17,UPI,53,11,Low
107440,37,Female,40,23,7,Credit Card,48,33,Low
107441,53,Male,29,29,6,Credit Card,115,14,Low
107442,49,Male,36,86,21,Debit Card,26,27,High
107443,45,Male,103,99,13,UPI,112,4,Medium
107444,30,Male,79,57,14,Debit Card,71,38,Medium
107445,18,Female,35,62,19,UPI,46,40,Medium
107446,52,Female,30,59,8,Debit Card,56,20,Medium
107447,47,Male,30,48,13,UPI,21,2,Medium
107448,53,Female,56,82,20,UPI,18,4,High
107449,42,Female,55,35,9,Cash,68,49,Low
107450,33,Female,122,46,5,UPI,49,24,Medium
107451,36,Female,139,33,11,Credit Card,68,9,Low
107452,18,Male,27,71,7,Cash,34,19,Medium
107453,22,Female,93,98,6,Debit Card,17,8,Medium
107454,39,Female,56,10,12,Credit Card,30,41,Low
107455,41,Female,135,88,12,Credit Card,108,28,Medium
107456,54,Male,145,89,6,UPI,36,13,Medium
107457,53,Female,30,48,4,UPI,50,8,Medium
107458,53,Male,58,44,13,Credit Card,102,14,Medium
107459,21,Male,135,91,12,Cash,55,10,Medium
107460,53,Female,38,70,15,Credit Card,91,20,Medium
107461,35,Female,40,63,8,Credit Card,38,1,Medium
107462,33,Male,72,49,13,UPI,112,12,Medium
107463,58,Male,23,72,11,UPI,80,35,Medium
107464,35,Male,140,85,11,UPI,91,20,Medium
107465,39,Male,33,41,11,Debit Card,32,12,Medium
107466,19,Female,42,83,19,Credit Card,23,12,High
107467,38,Male,149,98,21,Credit Card,52,39,High
107468,53,Female,59,39,17,Debit Card,102,29,Low
107469,56,Female,142,23,1,Credit Card,76,3,Low
107470,56,Male,108,13,13,Credit Card,38,7,Low
107471,46,Female,30,53,20,Credit Card,110,23,Medium
107472,43,Male,19,92,9,Cash,20,13,Medium
107473,38,Male,66,70,23,Debit Card,75,11,Medium
107474,34,Male,20,57,24,Debit Card,31,25,Medium
107475,33,Female,63,76,11,Credit Card,55,20,Medium
107476,48,Female,94,67,9,UPI,88,49,Medium
107477,26,Male,112,48,17,Credit Card,58,47,Medium
107478,48,Female,121,20,7,Credit Card,103,27,Low
107479,31,Female,51,62,8,Cash,21,6,Medium
107480,54,Female,130,45,2,Cash,96,6,Medium
107481,19,Female,31,63,14,UPI,76,39,Medium
107482,31,Female,46,8,10,Cash,72,41,Low
107483,50,Male,39,26,9,Credit Card,101,9,Low
107484,52,Female,36,38,1,Credit Card,118,21,Low
107485,56,Female,75,92,12,Cash,90,18,Medium
107486,37,Male,140,99,14,Cash,99,1,Medium
107487,19,Female,58,41,19,Debit Card,5,12,Medium
107488,58,Female,116,2,11,Credit Card,109,1,Low
107489,36,Female,34,7,9,UPI,18,28,Low
107490,54,Male,123,25,17,Cash,11,24,Low
107491,35,Female,102,51,20,Cash,68,19,Medium
107492,33,Female,61,50,6,Debit Card,76,14,Medium
107493,21,Male,65,96,6,Debit Card,12,14,Medium
107494,29,Male,53,64,20,Cash,58,26,Medium
